,storeNo,name,lat,lng,address
33,13100452,걸작떡볶이치킨 첨단점,35.21352542978512,126.84346851254911,"광주광역시 광산구 쌍암동 694-59 110동 1층 113호 (쌍암동, 쌍암중흥에스클래스리버시티)"
34,13372146,김선영반찬,35.21689920770985,126.84017060879361,"광주광역시 광산구 쌍암동 687-5 상가동2동 102호(쌍암동,첨단대라수3차)"
35,13678693,바른초밥 첨단점,35.21419379,126.84634559,"광주광역시 광산구 월계동 892-8 아크레타 첨단1층 118,119,120호(월계동)"
36,10727522,후라이드참잘하는집 첨단점,35.21274938,126.83851298,광주광역시 광산구 월계동 818-15 1층 (월계동)
37,13915590,혼밥대장 한식전문점 첨단점,35.21377716,126.84573454,광주광역시 광산구 임방울대로800번길 82 1층 (월계동)
38,13918119,빈샐러드,35.2277142438336,126.83919127883524,광주광역시 북구 삼소로 3-4 1층(오룡동)(*미고시)
39,13828182,이태리수라간,35.21991531,126.84281798,광주광역시 광산구 첨단중앙로152번길 5-10 1층(쌍암동)
40,13290004,비스트로피자 광주첨단점,35.21680455,126.84279028,광주광역시 광산구 월계동 874-1 1층(월계동)
41,13435699,족발창고 첨단점,35.21291455194878,126.8388974140791,광주광역시 광산구 월계동 819-16 1층(월계동)
42,13911414,챙길 밥 첨단신도시점,35.21091623,126.83706871,광주광역시 광산구 첨단내촌로 45-4 1층(월계동)
43,13787142,1004 아구찜,35.21394391,126.85181733,광주광역시 광산구 월계로 235-8 미르채리버파크 2층 214-224호(쌍암동)
44,13645538,냉면쟁이고기꾼첨단점,35.21091615,126.83231913,광주광역시 광산구 월계동 781-2 1층
45,13312258,달리는커피 첨단1호점,35.21057310925684,126.83818075246765,광주광역시 광산구 월계동 836-5 1층
46,13680746,수제돈가스 청연 첨단점,35.21230488,126.83218022,"광주광역시 광산구 월계동 763-6  (월계동,첨단 호반2차@ 상가동 112호(1층))"
47,13315849,청담피자 광주1호첨단점,35.21860993,126.84470673,광주광역시 광산구 쌍암동 668-11 1동1층101호
48,13915590,혼밥대장 한식전문점 첨단점,35.21377716,126.84573454,광주광역시 광산구 임방울대로800번길 82 1층 (월계동)
49,13678693,바른초밥 첨단점,35.21419379,126.84634559,"광주광역시 광산구 월계동 892-8 아크레타 첨단1층 118,119,120호(월계동)"
50,10675630,상무초밥 첨단직영점,35.21513811,126.8450679,광주광역시 광산구 첨단중앙로106번길 37 가동 1층(월계동)
51,13640544,PIZZA FULL 첨단본점,35.22094309,126.84990066,"광주광역시 광산구 쌍암동 687-5 상가1동1층107호(쌍암동,첨단대라수3차)"
52,13694989,미풍해장국 첨단점,35.21919321,126.8454011,광주광역시 광산구 첨단중앙로152번길 57 1층(쌍암동)
53,13151663,첨단강원도 코다리찜,35.2192765,126.8430402,광주광역시 광산구 쌍암동 659-4 1층(쌍암동)
54,13858155,타코야끼킹,35.21910597729612,126.84149653222424,"광주광역시 광산구 첨단중앙로 153 상가동 1층 102호(월계동, 첨단단지대주APT)"
55,13850548,봉명동내커피 광주첨단점,35.21286043,126.83581877,광주광역시 광산구 월계로 92 1층(월계동)
56,13038740,전라도이야기,35.21663797,126.84673438,광주광역시 광산구 월계동 872-5 1층
57,13895181,제육민국,35.21883207,126.84112371,"광주광역시 광산구 첨단중앙로 153 상가동 1층 102호(월계동, 첨단단지대주APT)"
58,13728813,돈돈파파,35.22130414,126.84848411,광주광역시 광산구 임방울대로825번길 73 1층(쌍암동)
59,13895468,오로라 요거트 아이스크림 광주점,35.2102775,126.84242936,광주광역시 광산구 첨단중앙로47번길 8-14 1층 (월계동)
60,13131222,BHC 광주첨단1호점,35.21866532,126.83484649,광주광역시 광산구 월계동 759-1
61,10671639,7번가피자 첨단1지구점,35.2136348,126.8493751,"광주광역시 광산구 쌍암동 694-63 107호 (쌍암동, 첨단프라자)"
62,13845496,삼복당,35.22172066,126.84306791,광주광역시 광산구 첨단중앙로182번길 16 가동 2층 201호(쌍암동)
63,13895181,제육민국,35.21883207,126.84112371,"광주광역시 광산구 첨단중앙로 153 상가동 1층 102호(월계동, 첨단단지대주APT)"
64,13810742,에그폭탄덮밥,35.22133196,126.85115054,광주광역시 광산구 첨단중앙로182번길 90 상가동 1층 127호 (쌍암동)
65,13032900,해담 첨단점,35.21852667,126.84842863,광주광역시 광산구 쌍암동 682-4 1층
66,13780356,바코포차,35.219119,126.843682,광주광역시 광산구 첨단중앙로152번길 25 1층 바코포차
67,13080366,썬더치킨 쌍암공원점,35.22160957,126.84304014,광주광역시 광산구 쌍암동 654-16
68,13376398,극찬강정,35.22160957,126.84304014,광주 광산구 쌍암동 654-16
69,13231895,이층면옥,35.22169289,126.84304014,광주광역시 광산구 쌍암동 654-16 가동 2층 201호(쌍암동)
70,13113621,굽네치킨 첨단2호점,35.20652821,126.85951128,광주광역시 북구 신용동 691
71,13899628,이화수전통육개장 광주첨단점,35.21994319,126.84906742,광주광역시 광산구 임방울대로825번길 44 1층(쌍암동)
72,13329109,마라하오 첨단점,35.21288827,126.83931846,광주광역시 광산구 월계동 820-16 1층
73,13505972,효자반점,35.21980426,126.84573439,광주광역시 광산구 쌍암동 666-6 1층(쌍암동)
74,10858032,돌섬아구찜,35.21130509,126.83787419,광주광역시 광산구 월계동 835-3
75,13830326,채선당 도시락&샐러드 광주첨단점,35.21361053,126.84642893,광주광역시 광산구 월계로 191 1층(월계동)
76,13319396,투썸플레이스 광주첨단호수공원점,35.22166513,126.84376229,광주광역시 광산구 쌍암동 654-19 1~2층 (쌍암동)
77,13142159,원할머니명품도시락 광주첨단점,35.22163736,126.84415115,광주광역시 광산구 쌍암동 664-1
78,13349524,싸움의고수 첨단점,35.22241514,126.84948399,광주광역시 북구 오룡동 1110-22 1층 106-b호
79,13349524,싸움의고수 첨단점,35.22241514,126.84948399,광주광역시 북구 오룡동 1110-22 1층 106-b호
80,13349524,싸움의고수 첨단점,35.22241514,126.84948399,광주광역시 북구 오룡동 1110-22 1층 106-b호
81,13073060,유달리 쌍암점,35.21430499,126.8520673,광주광역시 광산구 쌍암동 694-142 야스텍타워 1층 103호
82,13914492,대담국수,35.22160959,126.84440113,"광주광역시 광산구 첨단중앙로182번길 28 , 1층 (쌍암동)"
83,13818466,청년김치찌개&김치찜 신가수완점,35.18930754,126.83593046,"광주광역시 광산구 신창로35번길 20 상가동1층109호(신가동,신창6차부영사랑으로)"
84,13448681,BBQ 첨단산월점,35.208565092976386,126.84433638967937,"광주광역시 광산구 산월동 886-1 상가동1층106호(산월동,부영사랑으로)"
85,13770770,삼삼숯불갈비,35.20897209,126.84223497,광주광역시 광산구 산월로 45 (월계동)
86,13897886,베이크쇼디치,35.22249846,126.84951177,광주광역시 북구 첨단과기로208번길 43-10 마루힐 아이비씨 지식산업센터 1층 112-a호(오룡동)
87,10035620,원할머니보쌈족발 광주첨단점,35.22152643200226,126.84409080031607,광주광역시 광산구 쌍암동 664-1 (쌍암동 664-1)
88,10749680,롯데리아 광주첨단점,35.2214268,126.8419316,광주광역시 광산구 쌍암동 654-2
89,13820773,가배 풍성두툼한 사시미&초밥,35.21427754,126.87167668,광주광역시 북구 임방울대로1041번길 20 1층(용두동)
90,13841747,김가네(첨단병원점),35.22030419,126.84476224,광주광역시 광산구 첨단중앙로170번길 54 1층 (쌍암동)
91,13417229,착한족발 첨단쌍암점,35.21308272,126.84145716,광주광역시 광산구 첨단내촌로70번길 92 1층(월계동)
92,13712379,홍콩다방 광주첨단점,35.21513821,126.85115069,"광주광역시 광산구 첨단강변로99번길 21 1층102호(쌍암동,윤진리안채)"
93,13352639,혼밥대왕 첨단점,35.22013762,126.84970625,"광주광역시 광산구 임방울대로825번길 60-6 103동 101호(쌍암동,첨단중해마루힐)"
94,13408759,덮덮밥 첨단점,35.21377716,126.84573454,"광주광역시 광산구 월계동 891-7 월계동,(1층)"
95,13810306,인생 김치찌개,35.22133196,126.85115054,광주광역시 광산구 첨단중앙로182번길 90 상가동 1층 127호 (쌍암동)
96,13302814,마왕족발 광주첨단점,35.21605473,126.84828981,광주광역시 광산구 월계동 881-1 1층 110호(월계동)
97,13458388,킹콩부대찌개 광주첨단월계점,35.213851,126.847819,광주광역시 광산구 월계동 893-9 1층 121호
98,13835378,빛고을닭강정 첨단점,35.2152493,126.85042853,"광주광역시 광산구 월계로 223-20 1층 112호 (쌍암동, 첨단도휘에드가 2차)"
99,13265904,청석골냉면,35.21097179,126.8378742,광주광역시 광산구 월계동 837-1 (월계동)
100,13678693,바른초밥 첨단점,35.21419379,126.84634559,"광주광역시 광산구 월계동 892-8 아크레타 첨단1층 118,119,120호(월계동)"
101,13086171,일계양득 첨단점,35.20897207,126.84126283,광주광역시 광산구 월계동 851-16 1층(월계동)
102,13865337,바로덮밥 첨단점,35.21947091,126.84281799,광주광역시 광산구 첨단중앙로152번길 5-6 1층(쌍암동)
103,13692536,배떡 첨단1지구점,35.22163735,126.84351232,광주광역시 광산구 첨단중앙로182번길 20 1층(쌍암동)
104,13348259,국내산 1번고기,35.21694354,126.84976188,광주광역시 광산구 쌍암동 694-140 1층(쌍암동)
105,13615368,제육대가 (첨단점),35.20672267,126.86123335,광주광역시 북구 신용동 709 (주)첨단금송 1층 104호(신용동)
106,13823775,파운데이 쌍암점,35.22033195,126.84429006,광주광역시 광산구 첨단중앙로152번길 31-16 A동 1층(쌍암동)
107,13403430,BHC 첨단중앙점,35.21399936,126.84573453,광주광역시 광산구 월계동 891-6 (월계동)
108,10763885,아주커치킨 첨단3점,35.212281820152086,126.8339971052254,광주광역시 광산구 월계동 763-5 상가동 105호
109,13655029,바른국밥 첨단점,35.2117217,126.83737422,광주광역시 광산구 첨단내촌로 56 1층(월계동)
110,13007411,60계치킨 첨단점,35.21394387,126.84923423,광주광역시 광산구 쌍암동 694-63 1층 124호 일부
111,10860822,꾸브라꼬숯불두마리치킨 첨단점,35.21438822,126.84673444,광주 광산구 월계동 892-15 1층
112,12042297,부리나 바베큐 첨단점,35.22083187,126.84281795,광주광역시 광산구 쌍암동 663-10 (쌍암동 1층)
113,13160605,큰집감자탕 첨단점,35.22083188,126.84304016,광주광역시 광산구 쌍암동 663-9 (쌍암동)
114,13904973,아궁이 양푼이갈비찜&담양식돼지숯불갈비,35.20983349,126.86498294,"광주광역시 북구 첨단연신로108번길 105 (신용동, 1층)"
115,13388472,맛드림 김밥랜드 첨단점,35.22099849,126.84081813,광주광역시 광산구 월계동 758-4
116,13241290,학교앞분식,35.2127493,126.83401338,"광주광역시 광산구 월계동 763-5 상가동1층108호(월계동,첨단모아미래도아파트)"
117,13907974,먹방냉면 첨단점,35.21319375,126.836902,광주광역시 광산구 첨단내촌로70번길 9 1층(월계동)
118,13907972,쭈볶남 첨단점,35.21319375,126.836902,광주광역시 광산구 첨단내촌로70번길 9 1층(월계동)
119,13514402,치킨플러스 광주첨단월계점,35.2106385,126.83826306,광주광역시 광산구 월계동 836-4 1층(월계동)
120,13313552,덕장진땡이 본점,35.2203875,126.84426228,광주광역시 광산구 쌍암동 666-1 A동 1층(쌍암동)
121,13143390,유치짬뽕&칡냉면,35.2142771,126.84556788,광주광역시 광산구 월계동 891-5 1층 111호
122,13692940,성심카츠,35.20991637,126.83862416,광주광역시 광산구 첨단내촌로36번길 26 1층(월계동)
123,13002624,청자다방 쌍암점,35.22083189,126.84373454,광주광역시 광산구 쌍암동 663-6 1층
124,13292535,조개까는자리 회 수산,35.21293224192996,126.83727061034051,광주광역시 광산구 월계동 771-12 (월계동)
125,13710724,순살만공격 첨단점,35.2113266531664,126.84975535727183,"광주광역시 광산구 첨단중앙로68번길 134 상가2동 1층 110호(산월동,첨단3-3차 호반리젠시빌)"
126,10703154,Don돈까츠&덮밥 리조또 1호점,35.20463975,126.87217687,광주광역시 북구 양산동 284-10
127,10554957,BBQ 첨단1호점,35.220162321411415,126.83168088729555,"광주광역시 광산구 첨단중앙로181번길 88-16 (월계동,라인5차@상가 101호)"
128,13813046,아리랑백반,35.21272162,126.83967955,광주광역시 광산구 월계로130번길 19 1층(월계동)
129,13829770,앙떡 로제떡볶이&돈까스 광주첨단점,35.21091623,126.83706871,광주광역시 광산구 첨단내촌로 45-4 1층(월계동)
130,13348264,꼬기부심,35.21694354,126.84976188,광주광역시 광산구 쌍암동 694-140 1층(쌍암동)
131,13887586,청자다방 첨단1호점,35.21538819,126.85131734,광주광역시 광산구 첨단강변로99번길 23 1층(쌍암동)
132,13895468,오로라 요거트 아이스크림 광주점,35.2102775,126.84242936,광주광역시 광산구 첨단중앙로47번길 8-14 1층 (월계동)
133,13895181,제육민국,35.21883207,126.84112371,"광주광역시 광산구 첨단중앙로 153 상가동 1층 102호(월계동, 첨단단지대주APT)"
134,13354522,티바두마리치킨 첨단점,35.21172174,126.84001288,광주광역시 광산구 월계동 832-3 1층(월계동)
135,13877973,아웃백 광주첨단점,35.21511036,126.84637334,광주광역시 광산구 첨단중앙로106번길 65-3 월계동주차빌딩1층 122(일부)호(월계동)
136,13896884,9평커피,35.22249846,126.84951177,"광주광역시 북구 첨단과기로208번길 43-10 1층 127호(오룡동, 마루힐아이비씨지식산업센터)"
137,13807169,교반 육회비빔밥&냉면 첨단점,35.20897209,126.84223497,광주광역시 광산구 산월로 45 1층 (월계동)
138,13865379,꾸꾸삼겹 첨단점,35.20897209,126.84226275,광주광역시 광산구 산월로 45 1층 (월계동)
139,13511217,민킹부대찌개,35.20897207,126.84126283,광주광역시 광산구 월계동 851-16
140,13652077,왕손피자 광산점,35.18966848,126.82845889,광주광역시 광산구 수완동 1458 1층(수완동)
141,12006579,파리바게뜨 첨단쌍암점,35.22038747,126.84215136,광주광역시 광산구 쌍암동 655-2 쌍암동
142,13290004,비스트로피자 광주첨단점,35.21680455,126.84279028,광주광역시 광산구 월계동 874-1 1층(월계동)
143,13352610,김가네 첨단점,35.21361053,126.84642893,"광주광역시 광산구 월계동 892-5 2호(월계동,(1층))"
144,10540314,이가네석쇠불고기&냉면,35.20975738873187,126.83742509094093,광주광역시 광산구 월계동 839-12
145,13332043,1인 한독대 국물 김치찜,35.20897207,126.84126283,"광주광역시 광산구 월계동 851-16 (월계동,1층)"
146,10877555,첨단롯데슈퍼앞 윤가앞족발,35.2204937,126.8424079,광주광역시 광산구 쌍암동 655-4 1층(쌍암동)
147,13462761,쫄리면 비비시던가 비빔밥,35.21387039967335,126.84221849519979,광주광역시 광산구 월계동 836-1 1층 (월계동)
148,13345438,미친곱떡 첨단점,35.21533261,126.8496786,광주광역시 광산구 쌍암동 694-114 1동 1층 104호(쌍암동)
149,13908938,항아리 김치찜,35.20897208,126.84129061,광주광역시 광산구 산월로 35-1
150,10727522,후라이드참잘하는집 첨단점,35.21274938,126.83851298,광주광역시 광산구 월계동 818-15 1층 (월계동)
151,13315851,청담카츠 첨단점,35.21860993,126.84470673,광주광역시 광산구 쌍암동 668-11 1동1층101호
152,13362883,단미드카페,35.22247069,126.84951177,광주광역시 북구 오룡동 1110-22 1층(오룡동)
153,13529377,뉴크로피자,35.20652823,126.86062229,광주광역시 북구 첨단연신로107번길 45-22 토담빌딩 1층109호(신용동)
154,13440840,냉면일번지,35.2117217,126.83737422,광주광역시 광산구 첨단내촌로 56 1층(월계동)
155,13109279,이디야커피 광주첨단지식산업센터점,35.22241514,126.84948399,광주광역시 북구 오룡동 1110-22
156,13239744,수유리우동집 첨단지식산업센터점,35.22241514,126.84948399,광주광역시 북구 오룡동 1110-22 1층 109호 (오룡동)
157,13170860,찡찡꼬마김밥,35.22241514,126.84948399,광주광역시 북구 오룡동 1110-22 1층 121호(오룡동)
158,13692536,배떡 첨단1지구점,35.22163735,126.84351232,광주광역시 광산구 첨단중앙로182번길 20 1층(쌍암동)
159,13396761,장가계양꼬치,35.22027637,126.84242911,광주광역시 광산구 쌍암동 655-5 (쌍암동)
160,13032674,부어치킨 쌍암점,35.22027637,126.84240134,광주광역시 광산구 첨단중앙로152번길 5-15 1층(쌍암동)
161,13823775,파운데이 쌍암점,35.22033195,126.84429006,광주광역시 광산구 첨단중앙로152번길 31-16 A동 1층(쌍암동)
162,13300846,김된찌 브라더스 광주첨단점,35.21269383,126.83829078,광주광역시 광산구 월계로118번길 20 1층(월계동)
163,10554957,BBQ 첨단1호점,35.220162321411415,126.83168088729555,"광주광역시 광산구 첨단중앙로181번길 88-16 (월계동,라인5차@상가 101호)"
164,13400969,고기궁전 첨단양산점,35.2095558,126.86828821,광주광역시 북구 신용동 602-10 1층107호
165,13182059,만기네집 식육식당 첨단본점,35.2208319,126.84437337,광주광역시 광산구 쌍암동 664-6 (쌍암동)
166,13841369,위키드 라운지,35.21547146,126.84837315,"광주광역시 광산구 임방울대로826번길 42 더첨단 시너지타워2 4층 301,302호(월계동)"
167,13865338,바로파스타 첨단점,35.21947091,126.84281799,광주광역시 광산구 첨단중앙로152번길 5-6 1층(쌍암동)
168,10727522,후라이드참잘하는집 첨단점,35.21274938,126.83851298,광주광역시 광산구 월계동 818-15 1층 (월계동)
169,13807169,교반 육회비빔밥&냉면 첨단점,35.20897209,126.84223497,광주광역시 광산구 산월로 45 1층 (월계동)
170,13918442,압력솥 사골김치찜 1392 첨단점,35.21308272,126.84145716,광주광역시 광산구 첨단내촌로70번길 92 1층(월계동)
171,13844733,신선우동,35.20991637,126.83867971,광주광역시 광산구 첨단내촌로36번길 26 1층(월계동)
172,13909058,빽다방 광주첨단재활병원점,35.22030419,126.84476224,광주광역시 광산구 첨단중앙로170번길 54 1층 (쌍암동)
173,13841747,김가네(첨단병원점),35.22030419,126.84476224,광주광역시 광산구 첨단중앙로170번길 54 1층 (쌍암동)
174,13232154,본죽&비빔밥 광주첨단점,35.22041529,126.84537329,"광주광역시 광산구 쌍암동 666-4 쌍암동,103호(1층)"
175,13020738,육개장 명가 & 갈비탕,35.20902753,126.8359022,광주광역시 광산구 월계동 799-3 1층
176,13908942,삼시국밥 첨단점,35.20897208,126.84129061,광주광역시 광산구 산월로 35-1
177,13113285,더반,35.22030419,126.84506777,광주광역시 광산구 쌍암동 666-3 1층 103호
178,13430042,응급실국물떡볶이 첨단중앙점,35.21666567,126.84240143,광주광역시 광산구 월계동 867-6 1층105호(월계동)
179,13300846,김된찌 브라더스 광주첨단점,35.21269383,126.83829078,광주광역시 광산구 월계로118번길 20 1층(월계동)
180,13120983,롱쓰부대찌개 광주첨단점,35.21269383,126.83829078,광주광역시 광산구 월계로118번길 20 1층(월계동)
181,10675630,상무초밥 첨단직영점,35.21513811,126.8450679,광주광역시 광산구 첨단중앙로106번길 37 가동 1층(월계동)
182,13223660,한촌설렁탕 광주첨단점,35.22241514,126.84948399,광주광역시 북구 오룡동 1110-22 1층 104호 (오룡동)
183,13286931,나능이 능이버섯백숙 첨단점,35.21663791,126.84337357,광주광역시 광산구 월계동 874-9 1층
184,13427869,입큰아구찜&알곤이찜,35.22241514,126.84948399,광주광역시 북구 오룡동 1110-22 1층 115호(오룡동)
185,12031766,홍루이젠 광주첨단점,35.2200264,126.84251245,광주광역시 광산구 쌍암동 655-3 1층 109호
186,13295481,아주커치킨 첨단2호점,35.22019302,126.8406515,"광주광역시 광산구 첨단중앙로181번길 7 (월계동,(1층))"
187,13522122,금순이직화쭈꾸미,35.2203042,126.84573438,광주광역시 광산구 쌍암동 666-5 1층(쌍암동)
188,13850573,패스트롤 첨단점,35.22249846,126.84951177,광주광역시 북구 첨단과기로208번길 43-10 마루힐아이비씨지식산업센터1층103-a호(오룡동)
189,13804790,벌크커피쌍암점,35.21994307,126.84229025,광주광역시 광산구 첨단중앙로 164 1층 101호(쌍암동)
190,13920698,킹스타피자 첨단점,35.2122496,126.84837323,"광주광역시 광산구 첨단중앙로68번길 99 상가동 1층 103호(산월동,호반리젠시빌)"
191,13295949,김밥나라 모아미래도점,35.21219382,126.83462445,광주광역시 광산구 월계동 776-5 (1층)
192,13529377,뉴크로피자,35.20652823,126.86062229,광주광역시 북구 첨단연신로107번길 45-22 토담빌딩 1층109호(신용동)
193,13858155,타코야끼킹,35.21910597729612,126.84149653222424,"광주광역시 광산구 첨단중앙로 153 상가동 1층 102호(월계동, 첨단단지대주APT)"
194,10675630,상무초밥 첨단직영점,35.21513811,126.8450679,광주광역시 광산구 첨단중앙로106번길 37 가동 1층(월계동)
195,13905493,싸다아구찜&탕 첨단점,35.21536038,126.84970637,광주광역시 광산구 첨단강변로99번길 51 1층101호(쌍암동)
196,10017452,또래오래 광주첨단비아점,35.22109770010371,126.83641816619988,"광주광역시 광산구 월계동 757-8 103호(월계동, 일신@상가 103호)"
197,13779322,두마리찜닭 두찜 첨단1지구점,35.21877657,126.84381792,광주광역시 광산구 첨단중앙로152번길 30 1층(쌍암동)
198,13860417,식사준비 광주첨단쌍암점,35.21994307,126.84229025,광주광역시 광산구 첨단중앙로 164 미래빌딩 1층 103-2호(쌍암동)
199,13479111,본도시락 광주첨단점,35.2211931,126.85237266,광주광역시 광산구 쌍암동 688-4 폭스존 1층 104호 (쌍암동)
200,13149648,판다마라탕,35.20902753,126.8359022,광주광역시 광산구 월계동 799-3 1층
201,13872098,노랑분식 광주본점,35.21913768,126.84623436,광주광역시 광산구 임방울대로801번길 26 1층(쌍암동)
202,13052812,처갓집양념치킨 첨단점,35.21261048,126.83687424,광주광역시 광산구 월계동 813-9 1층
203,13715204,프리미엄 칼국수한마당,35.22083187,126.84281795,"광주광역시 광산구 첨단중앙로170번길 17 (쌍암동,(1층))"
204,10668510,굽네치킨 광주첨단점,35.212938989738205,126.83596462097549,광주광역시 광산구 월계동 772-6 1층
205,13750845,새벽달 첨단점,35.21527705,126.84920642,"광주광역시 광산구 임방울대로826번길 47 더시너지첨단 1층 122,123호(쌍암동)"
206,10756476,예향정 첨단점,35.220193952095876,126.84387482831032,광주광역시 광산구 쌍암동 661-4 1층 예향정
207,12008047,배스킨라빈스 광주첨단점,35.22016263910748,126.83693524715196,"광주광역시 광산구 첨단중앙로181번길 42-4 월계동,금광아파트 상가 1호, 2호"
208,10617147,못생긴파닭 첨단점,35.20991636,126.83792977,광주광역시 광산구 첨단내촌로36번길 12 1층 (월계동)
209,13873251,읍천리382 첨단점,35.20894190571505,126.83924358436593,광주광역시 광산구 산월로 17 1층 (월계동)
210,13823775,파운데이 쌍암점,35.22033195,126.84429006,광주광역시 광산구 첨단중앙로152번길 31-16 A동 1층(쌍암동)
211,13450219,금커피별빙수 & 과일 첨단점,35.21383275,126.84781769,광주광역시 광산구 월계동 893-9 1층 116호(월계동)
212,13424663,꽃섬,35.21394382,126.84634559,"광주광역시 광산구 월계동 892-7 (월계동,, 1층)"
213,13895181,제육민국,35.21883207,126.84112371,"광주광역시 광산구 첨단중앙로 153 상가동 1층 102호(월계동, 첨단단지대주APT)"
214,13167933,비비큐치킨앤비어 첨단점,35.21430499,126.8520673,"광주광역시 광산구 쌍암동 694-142 2층 206,207호(쌍암동,야스텍타워)"
215,13217504,삼첩분식 첨단점,35.20991637,126.83851305,광주광역시 광산구 월계동 844-1 1층
216,13710724,순살만공격 첨단점,35.2113266531664,126.84975535727183,"광주광역시 광산구 첨단중앙로68번길 134 상가2동 1층 110호(산월동,첨단3-3차 호반리젠시빌)"
217,13640544,PIZZA FULL 첨단본점,35.22094309,126.84990066,"광주광역시 광산구 쌍암동 687-5 상가1동1층107호(쌍암동,첨단대라수3차)"
218,12026816,땡초돼지김치찌개첨단점,35.20936088,126.8390408,광주광역시 광산구 월계동 845-6 1층
